기업명,내용,고용형태,경력,주소1,주소2,기간,직무키워드
플그림,                                2022년 (주)플그림 신입사원 공개채용,신입,학력무관,서울 외,서울 성동구 외,~01/09(일),"B2C, 디자인툴, 모바일 서비스 개발, 모바일 App 개발, 서비스 개발, 서비스 운영기획, angular, app, B2C서비스, DB Programming, JavaScript, jquery, Kotlin, Mobile App, Mobile Web, Marketplace, PC Web, React, SPRING, Vue, XD, 서비스 정책, 서비스 구축기획, e-Commererce, Site 운영, e-Commerce 구축, 쇼핑몰, 경영기획, 기획, 사업기획, 서비스기획, 데이터베이스, DB2, DBA, DW, MS-SQL, MySQL, OCP, OLAP, Oracle, SQL, Sybase, 데이터마이닝, 모바일기획, 웹기획, 웹서비스기획, 정보설계, 제안·컨설팅, PM, UI설계, HTML, Java, 아이폰, 안드로이드, Java, 웹퍼블리셔, 자바스크립트, CSS, HTML코딩, UI·UX, 일러스트레이터, 포토샵, UI·UX디자인, 모델링, 시스템분석, 시스템설계, 튜닝, DBA"
한화테크윈(주),                                2022년 상반기 한화테크윈 신입(채용전제형 인턴)/경력 모집                            ,경력무관,고졸↑,경기,경기 성남시,~01/17(월),"모바일앱개발, 소프트웨어개발, 솔루션, BigData, 경영지원, 관리회계, 전산회계, 출납, 판매관리, 회계, 결산, 재무, 재무기획, 재무회계, 외자구매, 원부자재관리, 원부자재구매, 자재구매기획, 구매관리, 외자구매, 자재구매, 자재구매기획, 거래처관리, 고객관리, 납품관리, 매출관리, 영업관리, 영업지원, 아웃바운드TM, 회원관리, 검증, 리눅스, 웹마스터, 유닉스, 테스터, QA, 데이터베이스, DW, MS-SQL, MySQL, 데이터마이닝, 네트워크관리, 네트워크엔지니어, 보안관리, 서버관리자, 서버구축, 시스템운영, .NET, 웹프로그래머, .NET, C, C++, Java, Python, 시스템프로그래머, 임베디드, 펌웨어, PLC, 시스템분석, 시스템설계, 시스템엔지니어, 요구분석, 인공지능(AI), 펌웨어, 소프트웨어, 기구설계, 연구원, R&D, 제품개발, 공정엔지니어, 설계엔지니어, 전기·전자회로, 펌웨어, 품질엔지니어, 금형설계, 기구설계, 광통신, 네트워크엔지니어, 전자통신, 정보통신, 통신기술"
메리츠화재해상보험㈜,                                장기보험 청약/보전/보상/IT 경력 채용,경력,학력무관,서울,서울 강남구 외,~01/02(일),"IFRS17, 손해보험, 화재보험, 금융영업, 보험설계, 보험영업, 손해사정, 자산관리, 고객관리, 영업지원, 웹프로그래머, Java, SQL, .NET, 응용프로그래머, 전산전공, C, Java, Oracle, Python, SQL, 시스템프로그래머, 시스템엔지니어, 결산, 고객관리, 금융사무, 금융상담, 언더라이팅"
㈜디엔텍,                                [㈜디엔텍] 하반기 신입/경력 상시채용,신입·경력3년↑,대졸↑,경기,경기 김포시 외,~01/16(일),"MCT, 가공, 사상, 재관, 용접물 가공, 기계설비, 밀링, MCT, 경영기획, 기획, 경리, 경영지원, 부가세신고, 세무, 전산회계, 회계, 생산, 생산관리, 기계, 밀링, 용접, 제관, 제조, 조립, 2D, 3D설계, 기계설계, 전기설계, 설치, A·S"
㈜에이치와이모터스,                                [2022년 상반기 각 부문 채용] 에이치와이모터스 (hy계열사)                            ,신입·경력,학력무관,경기 외,경기,~01/07(금),"검사소, 경정비, 자동차정비, 중정비, 카센터, A·S센터, 물류관리, 입출고관리, 경영기획, 사업제휴, 서비스기획, 사무행정, 더존, 문서관리, 문서작성, 사무보조, 워드, 전산입력, 전산편집, 전산회계, 정보처리, 정보처리기사, Excel, OA, 경영지원, 관리회계, 예산관리, 원가회계, 전산회계, 판매관리, ERP운용, 원부자재관리, 원부자재구매, 자재관리, 자재구매, 자재구매기획, 자재통합, 물류, 물류관리, 재고관리, 지게차운전, 구매관리, 물류관리, 외주관리, 유통관리, 자재관리, 자재통합, 재고관리, MRO, SCM, 물류관리, 상품입출고, 재고관리, 국내영업, 납품영업, 법인영업, 일반영업, 장비영업, 가맹점관리, 거래선개발관리, 거래처관리, 납품관리, 매출관리, 영업관리, 영업기획, 영업지원, 외주관리, 원가관리, 자재관리, 품질, 품질검사, 품질보증, 기계, 기능직, 생산직, 설비, 운전, 제조, 조립, 회로, 기능직, 생산직, 생산기술, 제어, 제품개발, 생산기술, 전기·전자, 제어, 제품개발, 검사, 기술지원, 설치, 수리, 유지보수, 자동차정비, 정비, A·S, 전기·전자, 기계·자동차, 제조·공정"
㈜GC녹십자그룹,                                조직문화(HRD/OD) 경력사원 채용,경력5년↑,대졸↑,경기,경기 용인시,~01/16(일),"보건, 생명공학, 의약, 제약, 경영기획, 기획, 기획조사, 변화관리, 전략, 조직관리, 교육기획, 목표관리, 인사, 인사기획, 인사통합, 인재개발, 직무분석, HRD"
KB부동산신탁,                                KB부동산신탁 지원인력(계약인력) 채용,신입·경력,초대졸↑,서울,서울 강남구,~01/04(화),"은행, 증권, 금융기관, 부동산신탁, 금융, 부동산운용, 은행, 리셉션, 비서, 인포메이션, 임원비서, 전문비서, 문서관리, 문서작성, 사무보조, 전산입력, 정보처리"
㈜푸른기술,                                생산실 / 로봇 및 신규사업실 / 연구소 공개 채용,신입·경력,고졸↑,서울 외,서울 서초구 외,~12/31(금),"웹프로그래머, 안드로이드, 응용프로그래머, C, C++, Linux, Windows, WindowsMobile, 시스템프로그래머, 어셈블리, 임베디드, 웹표준, UI·UX, 생산, 생산관리, 품질, 품질검사, 품질관리, 품질보증, QA, 회로, 기구설계, 기술연구소, 메카트로닉스, 생산기술, 연구관리, 연구원, 제품개발, 기구설계, 기술연구소, 기술직, 메카트로닉스, 반도체, 생산기술, 연구관리, 연구원, 전기·전자, 정보통신·IT, 제어, 제품개발, 회로설계, 공정엔지니어, 설계엔지니어, 전기·전자회로, 테스트엔지니어, 펌웨어, 품질엔지니어, 하드웨어, 회로설계, 기구설계, Pro-e, 로봇·자동화"
㈜에스와이소프트,                                (주)에스와이소프트 솔루션사업부 정규직 채용,경력무관,학력무관,경기,경기 성남시 외,~12/31(금),"UI·UX디자인, 데이터베이스, DBA, MySQL, SQL, 서버관리자, .NET, 웹프로그래머, Java, MySQL, SQL, 아이폰, 응용프로그래머, 전산전공, Java, Linux, Python, UI·UX, 모바일UI, 웹UI, 일러스트레이터, CSS, HTML, UI·UX디자인"
MBC PlayBe (키자니아),                                엠비씨플레이비 각 부문 공개 채용,신입·경력2년↑,학력무관,서울 외,서울 송파구 외,~01/09(일),"놀이공원, 경영기획, 경영혁신, 기획, 기획조사, 사업기획, 사업제휴, 서비스기획, 신규사업·BD, 전략, 타당성분석, 관리, 문서관리, 비품관리, 사무관리, 사무행정, 시설관리, 자산관리, 총무, 결산, 경영지원, 관리회계, 더존, 예산관리, 원가회계, 전산회계, 회계, 광고기획, 라이센싱, 마케팅, 마케팅기획, 바이럴마케팅, 브랜딩, 소셜미디어, 시장분석, 업무제휴, 키워드광고, 퍼블리싱, 프로모션, 구매관리, 신상품개발, 국내영업, 법인영업, 일반영업, 고객관리, 납품관리, 매출관리, 영업관리, 영업기획, 영업지원, 고객상담, 고객응대, 고객지원, CS, 고객관리, CS교육, 고객문의분석, 웹프로그래머, Java, jsp, MS-SQL, MySQL, 응용프로그래머, Linux, Windows, 컨텐츠개발, 결산, 법인결산, 세무, 재무, 회계, CFA, CPA"
동아에스티,                                자산관리(시설물관리 / 산업안전관리) 신입 및 경력 채용,신입·경력,초대졸↑,서울,서울 동대문구,~01/02(일),"시설물, 설비, 소방감리, 기계설비, 산업안전, 소방설비, 소방·방재, 산업안전, 산업안전기사, 소방, 시설관리, 안전"
환인제약㈜,"                                환인제약 2022년 상반기 신입/경력 채용(경영, IT, 개발, 연구, 허가/약가, 임상, 생산, 품질관리, 품질보증 등)                            ",신입·경력,대졸↑,서울 외,서울 송파구 외,~01/17(월),"건강, 바이오, 보건, 약국, 영양, 위생, 의료기기, 의약, 제약, 경영기획, 경영혁신, 기획, 기획조사, 사업기획, 사업제휴, 서비스기획, 전략, 타당성분석, 문서작성, 사무보조, 전산입력, 정보처리, Excel, OA, 광고기획, 마케팅, 마케팅기획, 바이럴마케팅, 시장분석, 업무제휴, 프로모션, CRM, 언론홍보, 프로모션, 홍보, 홍보기획, 물류, 자재구매, 수출입계약, 영어, 해외마케팅, 해외영업, MD, 국내영업, 기술영업, 납품영업, 법인영업, 의료기영업, 일반영업, 해외영업, 고객관리, 납품관리, 매출관리, 영업관리, 영업기획, 기술영업, 납품영업, 법인영업, 제약영업, 생산, 생산관리, 품질, 품질검사, 품질관리, 품질보증, 환경관리, 생산직, 제조, 기능직, 생산직, 기술연구소, 기술직, 생명공학, 연구관리, R&D, 바이오, 식품, 의료, 제약, 의약품, 임상개발, 세포배양, 유전공학, 제약PM, 산업안전, 시설관리, 안전, 전기공사, 전기기사, 전기설비, 약사, 의약사무, 제약연구개발, 설문조사, 시장조사, 조사분석, 생명공학, 식품연구, 연구·실험·기술, 의료·제약"
잡코리아(유),                                잡코리아 채용연계형 `잡코싶은 인턴` 채용,신입·경력,학력무관,서울,서울 서초구 외,~01/07(금),"취업포털, 컨텐츠, 포털, 기획, 사업기획, 서비스기획, 노무, 목표관리, 성과관리, 인사, 인사기획, HRM, 마케팅, 마케팅기획, 바이럴마케팅, 브랜딩, 소셜미디어, 웹퍼블리셔, 자바스크립트, CSS, CSS3, HTML코딩, UI·UX, 광고디자인, 디지털디자인, 시각디자인, 영상디자인"
㈜피씨디렉트,                                2021년 신입 및 경력직 각 부문 채용(물류관리/기술지원)                            ,신입·경력,초대졸↑,서울 외,서울 용산구 외,~12/30(목),"온라인영업, UI·UX디자인, 상품기획, 소셜커머스, 쇼핑몰, 오픈마켓, 전자상거래, 네트워크보안, 방화벽, 백신프로그램, 보안소프트웨어, 보안컨설팅, 보안ASP, 스팸, 웜, 정보보안, 해킹, ESM, IDS, SSL, Virus, VPN, 문서관리, 문서수발, 결산, 경리, 경영지원, 원가회계, 전표입력, 회계, 무역, 무역사무, 수출입무역, 외자구매, 국내영업, 일반영업, 가맹점관리, 거래선개발관리, 거래처관리, 고객관리, 납품관리, 매출관리, 영업관리, 영업기획, 영업지원, 온라인마케팅, 웹광고기획, 드림위버, 웹UI, 일러스트레이터, 자바스크립트, 포토샵, HTML, UI·UX디자인"
아시아나IDT㈜,                                아시아나IDT 12월 경력 채용,경력,학력무관,서울,서울 종로구,~12/28(화),"클라우드, AA, AWS, flume, Kotlin, kafka, MSA, PyTorch, PL, SQOOP, QA, 시스템운영, PM, Java, 아이폰, 안드로이드, 응용프로그래머, Java, Python, 인공지능(AI), 빅데이터, R, tensorflow"
위본건설㈜,                                위본그룹 [위본건설 / 도양기업 / 위본] 분야별 채용,신입·경력1년↑,학력무관,경기 외,경기,~01/03(월),"부동산운영, 사업추진, 건축, 건축기사, 건축설계, 건축시공, 공무, 건설현장, 건축감리, 건축시공, 공무, 공사감리, 시공, 시공감리, 종합감리, 토목감리, 현장감리, 현장관리, 현장소장, 토목, 토목기사, 건설안전, 건축설비, 산업안전, 소방설비, 시설관리, 안전, 부동산, 부동산개발, 부동산시행, 산업안전, 산업안전기사, 시설관리, 안전, 환경관리"
SK텔레콤,                                각 부문별 계약직 채용,신입·경력,학력무관,서울 외,서울,상시채용,"측정, voc, UI·UX디자인, 전략PR, 네트웍구축, 인터넷전화, 텔레콤, 통신, 홈네트워크, 기획, 서비스기획, 전략, 더존, 문서작성, 사무보조, 워드, 전산입력, 전산편집, 전산회계, Excel, 결산, 경리, 경영지원, 더존, 세무, 예산관리, 원가회계, 전표입력, 출납, 판매관리, 회계, ERP운용, SAP, 구매관리, 자재구매, SCM, 고객관리, 매출관리, 영업관리, 영업지원, 고객상담, 고객응대, 고객지원, CS, 통화품질관리, 고객문의분석, 데이터베이스, Python, Python, 컨텐츠개발, 컨텐츠에디터, 영상편집, 프리미어, Python, 인공지능(AI), 빅데이터, 머신러닝(ML), 데이터분석, 자연어처리(NLP), 품질, 품질검사, 품질관리, 전기, 전기·전자회로, 전기설비, 테스트엔지니어, 품질엔지니어, 광통신, 전자통신, 통신공사, 통신기술, 그래픽디자인, 포토샵, CI, 시각디자인, 공간디자인, 실내디자인, 방송기술, 영상편집, 카메라, 프리미어, 실내디자인, 인테리어, 전시인테리어, 전기설비, 통신, 품질관리, 검사, 기술지원, 설치, 거래처관리, 경영지원, 고객관리, 채권관리"
㈜에이션패션,                                재무회계팀 신입 인재채용,신입,대졸↑,서울,서울 강동구,~01/03(월),"섬유, 패션, 결산, 부가세신고, 감사, 결산, 세무, 자금, 재무, 재무기획, 재무회계"
유진투자선물㈜,                                [유진투자선물]회계 경력직원 채용,경력5년↑,대졸↑,서울,서울 영등포구,~01/09(일),"내부회계, 법인세, 세무신고, 재무제표, 결산, 관리회계, 세무, 회계, 회계감사, 감사, 공시, 재무, 재무"
현대아이에이치엘㈜,                                각 분야 계약직 채용(보건관리자/안전전담인원)                            ,신입·경력,초대졸↑,경북,경북 경주시,~12/30(목),"보건관리, MSDS, 산업안전, 안전, 산업안전, 산업안전기사, 안전, 환경관리, 위생사, 산업위생관리기사"
